activity_comment,canonical_smiles,molecule_chembl_id,standard_units,standard_value,units,value
,NCC(=O)N1C(c2ccccc2)SC[C@H]1C(=O)O,CHEMBL1767357,nM,530.0,uM,0.53
,NCC(=O)N1C(c2ccccc2O)SC[C@H]1C(=O)O,CHEMBL1765113,nM,210.0,uM,0.21
,NCC(=O)N1C(c2ccccc2C(=O)O)SC[C@H]1C(=O)O,CHEMBL1767358,nM,280.0,uM,0.28
,N#Cc1ccc(C2SC[C@@H](C(=O)O)N2C(=O)CN)cc1,CHEMBL1767359,nM,810.0,uM,0.81
,NCC(=O)N1C(c2ccccc2[N+](=O)[O-])SC[C@H]1C(=O)O,CHEMBL1767360,nM,1020.0,uM,1.02
,COc1cccc(C2SC[C@@H](C(=O)O)N2C(=O)CN)c1O,CHEMBL1767361,nM,140.0,uM,0.14
,NCC(=O)N1C(c2ccco2)SC[C@H]1C(=O)O,CHEMBL1767362,nM,980.0,uM,0.98
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,20.0,uM,0.02
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,2.7,nM,2.7
,CCOC(=O)C1=C[C@H](NC(=N)N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O1.O=C(O)C(F)(F)F,CHEMBL1813526,nM,1952.0,nM,1952.0
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)OCCCOC(=O)c2ccc3ccccc3c2O)=C[C@@H]1NC(=N)N,CHEMBL1813528,nM,590.0,nM,590.0
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL81717,nM,1.4,nM,1.4
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](NC(=N)N)C1.O=C(O)C(F)(F)F,CHEMBL1813529,nM,5158.0,nM,5158.0
,CCC(CC)O[C@@H]1C=C(C(=O)OCCCOC(=O)c2ccc3ccccc3c2O)C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL1813530,nM,23367.0,nM,23367.0
,O=C(O)c1ccc2ccccc2c1O,CHEMBL229299,nM,1000000.0,nM,1000000.0
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](NC(=N)N)C1,CHEMBL1852739,nM,0.5,nM,0.5
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,1.0,nM,1.0
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N,CHEMBL52270,nM,320.0,nM,320.0
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,5.0,nM,5.0
,C/C=C/C(=O)N[C@@H]1[C@@H](N=[N+]=[N-])CC(C(=O)[O-])=C[C@H]1OC(CC)CC.[K+],CHEMBL1956712,nM,51576.0,nM,51576.0
,CCC(CC)O[C@@H]1C=C(C(=O)[O-])C[C@H](N=[N+]=[N-])[C@H]1NC(C)=O.[K+],CHEMBL1956713,nM,84.4,nM,84.4
,C/C=C/C(=O)N[C@@H]1[C@@H](N)CC(C(=O)[O-])=C[C@H]1OC(CC)CC.[K+],CHEMBL1956714,nM,138962.0,nM,138962.0
,CCC(CC)O[C@@H]1C=C(C(=O)[O-])C[C@H](N)[C@H]1NC(C)=O.[K+],CHEMBL1956715,nM,39.3,nM,39.3
,C=CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)[O-])=C[C@H]1OC(CC)CC.[K+],CHEMBL1956716,nM,31.8,nM,31.8
,C=CC(=O)N[C@@H]1[C@@H](NCC(C)C)CC(C(=O)[O-])=C[C@H]1OC(CC)CC.[K+],CHEMBL1956717,nM,14.6,nM,14.6
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,24.9,nM,24.9
,C/C=C/C(=O)N[C@@H]1[C@@H](N=[N+]=[N-])CC(C(=O)[O-])=C[C@H]1OC(CC)CC.[K+],CHEMBL1956712,nM,99295.0,nM,99295.0
,CCC(CC)O[C@@H]1C=C(C(=O)[O-])C[C@H](N=[N+]=[N-])[C@H]1NC(C)=O.[K+],CHEMBL1956713,nM,2.2,nM,2.2
,C/C=C/C(=O)N[C@@H]1[C@@H](N)CC(C(=O)[O-])=C[C@H]1OC(CC)CC.[K+],CHEMBL1956714,nM,4512.0,nM,4512.0
,CCC(CC)O[C@@H]1C=C(C(=O)[O-])C[C@H](N)[C@H]1NC(C)=O.[K+],CHEMBL1956715,nM,0.1,nM,0.1
,C=CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)[O-])=C[C@H]1OC(CC)CC.[K+],CHEMBL1956716,nM,0.1,nM,0.1
,C=CC(=O)N[C@@H]1[C@@H](NCC(C)C)CC(C(=O)[O-])=C[C@H]1OC(CC)CC.[K+],CHEMBL1956717,nM,28.1,nM,28.1
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,0.2,nM,0.2
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,36.1,nM,36.1
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,53.2,nM,53.2
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,2.9,nM,2.9
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,3.3,nM,3.3
,COc1ccc(O)c2c(=O)c3cc(O)ccc3oc12,CHEMBL484030,ug.mL-1,12.8,ug ml-1,12.8
,O=c1c2cc(O)ccc2oc2cccc(O)c12,CHEMBL389166,ug.mL-1,13.01,ug ml-1,13.01
,O=c1c2ccccc2oc2cc(O)cc(O)c12,CHEMBL388525,ug.mL-1,7.73,ug ml-1,7.73
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,ug.mL-1,0.02109,ng/ml,21.09
,O=c1c2cccc(O)c2oc2cc(O)c(O)c(O)c12,CHEMBL2029866,ug.mL-1,13.68,ug ml-1,13.68
,O=c1c2cc(O)ccc2oc2cc(O)cc(O)c12,CHEMBL361025,ug.mL-1,13.41,ug ml-1,13.41
,COc1ccc(O)c2c(=O)c3cc(O)ccc3oc12,CHEMBL484030,ug.mL-1,9.33,ug ml-1,9.33
,O=c1c2cc(O)ccc2oc2cccc(O)c12,CHEMBL389166,ug.mL-1,11.54,ug ml-1,11.54
,O=c1c2ccccc2oc2cc(O)cc(O)c12,CHEMBL388525,ug.mL-1,11.15,ug ml-1,11.15
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,ug.mL-1,0.00494,ng/ml,4.94
,COc1cccc2oc3ccc(O)cc3c(=O)c12,CHEMBL2029867,ug.mL-1,100.0,ug ml-1,100.0
,O=c1c2cccc(O)c2oc2cc(O)c(O)c(O)c12,CHEMBL2029866,ug.mL-1,19.81,ug ml-1,19.81
,COc1cc(O)c2oc3ccccc3c(=O)c2c1OC,CHEMBL2029865,ug.mL-1,100.0,ug ml-1,100.0
,O=c1c2cc(O)ccc2oc2cc(O)cc(O)c12,CHEMBL361025,ug.mL-1,24.77,ug ml-1,24.77
,COc1c(O)cc2oc3cc(O)ccc3c(=O)c2c1OC,CHEMBL2029864,ug.mL-1,100.0,ug ml-1,100.0
,COc1ccc(O)c2c(=O)c3cc(O)ccc3oc12,CHEMBL484030,ug.mL-1,25.59,ug ml-1,25.59
,COc1c(O)cc2c(=O)c3ccccc3oc2c1OC,CHEMBL2029863,ug.mL-1,100.0,ug ml-1,100.0
,O=c1c2cc(O)ccc2oc2cccc(O)c12,CHEMBL389166,ug.mL-1,22.45,ug ml-1,22.45
,COc1c2c(cc3c(=O)c4ccccc4oc13)OCO2,CHEMBL2029862,ug.mL-1,100.0,ug ml-1,100.0
,O=c1c2ccccc2oc2cc(O)cc(O)c12,CHEMBL388525,ug.mL-1,15.46,ug ml-1,15.46
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,ug.mL-1,0.03974,ng/ml,39.74
,COc1cccc2oc3ccc(O)cc3c(=O)c12,CHEMBL2029867,ug.mL-1,100.0,ug ml-1,100.0
,O=c1c2cccc(O)c2oc2cc(O)c(O)c(O)c12,CHEMBL2029866,ug.mL-1,26.87,ug ml-1,26.87
,COc1cc(O)c2oc3ccccc3c(=O)c2c1OC,CHEMBL2029865,ug.mL-1,100.0,ug ml-1,100.0
,O=c1c2cc(O)ccc2oc2cc(O)cc(O)c12,CHEMBL361025,ug.mL-1,26.81,ug ml-1,26.81
,COc1c(O)cc2oc3cc(O)ccc3c(=O)c2c1OC,CHEMBL2029864,ug.mL-1,100.0,ug ml-1,100.0
,COc1ccc(O)c2c(=O)c3cc(O)ccc3oc12,CHEMBL484030,ug.mL-1,28.42,ug ml-1,28.42
,COc1c(O)cc2c(=O)c3ccccc3oc2c1OC,CHEMBL2029863,ug.mL-1,100.0,ug ml-1,100.0
,O=c1c2cc(O)ccc2oc2cccc(O)c12,CHEMBL389166,ug.mL-1,23.54,ug ml-1,23.54
,COc1c2c(cc3c(=O)c4ccccc4oc13)OCO2,CHEMBL2029862,ug.mL-1,100.0,ug ml-1,100.0
,O=c1c2ccccc2oc2cc(O)cc(O)c12,CHEMBL388525,ug.mL-1,23.29,ug ml-1,23.29
,O=c1c2cc(O)ccc2oc2cc(O)cc(O)c12,CHEMBL361025,ug.mL-1,9.14,ug ml-1,9.14
,O=c1c2cccc(O)c2oc2cc(O)c(O)c(O)c12,CHEMBL2029866,ug.mL-1,10.8,ug ml-1,10.8
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,ug.mL-1,5.13,ug ml-1,5.13
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)Nc1ccc(C)cc1,CHEMBL2041284,nM,776700.0,uM,776.7
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)Nc1ccc(Cl)cc1,CHEMBL2041285,nM,1000000.0,uM,1000.0
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)Nc1ccc(F)cc1,CHEMBL2041286,nM,1000000.0,uM,1000.0
,COc1ccc(NC(=O)N[C@H]2C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]2NC(C)=O)cc1,CHEMBL2041287,nM,848100.0,uM,848.1
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)NCc1ccco1,CHEMBL2041288,nM,6600.0,uM,6.6
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)NCc1ccccc1,CHEMBL2041289,nM,704700.0,uM,704.7
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)Nc1ccccc1,CHEMBL2041290,nM,1000000.0,uM,1000.0
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)Nc1ccc(C(F)(F)F)cc1,CHEMBL2041291,nM,893600.0,uM,893.6
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)Nc1cccc(C(F)(F)F)c1,CHEMBL2041292,nM,1000000.0,uM,1000.0
,COc1cccc(NC(=S)N[C@H]2C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]2NC(C)=O)c1,CHEMBL2041293,nM,1000000.0,uM,1000.0
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)Nc1ccccc1F,CHEMBL2041294,nM,57100.0,uM,57.1
,COc1ccccc1NC(=S)N[C@H]1C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]1NC(C)=O,CHEMBL2041295,nM,89600.0,uM,89.6
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)Nc1ccccc1Br,CHEMBL2041296,nM,1000000.0,uM,1000.0
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)Nc1cccc2ccccc12,CHEMBL2041297,nM,674400.0,uM,674.4
,CCNC(=S)N[C@H]1C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]1NC(C)=O,CHEMBL2041298,nM,611600.0,uM,611.6
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)NCCCl,CHEMBL2041299,nM,100000.0,uM,100.0
,CCCCNC(=S)N[C@H]1C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]1NC(C)=O,CHEMBL2041300,nM,64500.0,uM,64.5
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)NC1CC1,CHEMBL2041301,nM,549900.0,uM,549.9
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)NCC(=O)O,CHEMBL2041302,nM,529700.0,uM,529.7
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@@H](C)C(=O)O,CHEMBL2041303,nM,663000.0,uM,663.0
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@H](C(=O)O)C(C)C,CHEMBL2041304,nM,54350.0,uM,54.35
,CSCC[C@H](NC(=O)N[C@H]1C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]1NC(C)=O)C(=O)O,CHEMBL2041305,nM,413200.0,uM,413.2
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@@H](Cc1ccccc1)C(=O)O,CHEMBL2041306,nM,628800.0,uM,628.8
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N1CCC[C@H]1C(=O)O,CHEMBL2041476,nM,573700.0,uM,573.7
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@H](C(=O)O)[C@@H](C)O,CHEMBL2041477,nM,487800.0,uM,487.8
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@@H](CC(N)=O)C(=O)O,CHEMBL2041478,nM,580.0,uM,0.58
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@H](CC(N)=O)C(=O)O,CHEMBL2040857,nM,22300.0,uM,22.3
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@@H](CCC(N)=O)C(=O)O,CHEMBL2041479,nM,58100.0,uM,58.1
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)NCC(=O)NCC(=O)O,CHEMBL2041480,nM,68500.0,uM,68.5
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@@H](C)C(=O)NCC(=O)O,CHEMBL2041481,nM,101300.0,uM,101.3
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N1CCOCC1,CHEMBL2041482,nM,566800.0,uM,566.8
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N1CCCC(C(=O)O)C1,CHEMBL2041483,nM,495600.0,uM,495.6
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N1CCC2(CC1)OCCO2,CHEMBL2041484,nM,510900.0,uM,510.9
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N1CCN(c2ccccc2)CC1,CHEMBL2041485,nM,836300.0,uM,836.3
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N1CCN(c2cccc(C(F)(F)F)c2)CC1,CHEMBL2041486,nM,271300.0,uM,271.3
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,1.4,uM,0.0014
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)Nc1ccc(C)cc1,CHEMBL2041284,nM,933500.0,uM,933.5
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)Nc1ccc(Cl)cc1,CHEMBL2041285,nM,1000000.0,uM,1000.0
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)Nc1ccc(F)cc1,CHEMBL2041286,nM,1000000.0,uM,1000.0
,COc1ccc(NC(=O)N[C@H]2C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]2NC(C)=O)cc1,CHEMBL2041287,nM,910500.0,uM,910.5
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)NCc1ccco1,CHEMBL2041288,nM,38400.0,uM,38.4
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)NCc1ccccc1,CHEMBL2041289,nM,1000000.0,uM,1000.0
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)Nc1ccccc1,CHEMBL2041290,nM,1000000.0,uM,1000.0
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)Nc1ccc(C(F)(F)F)cc1,CHEMBL2041291,nM,1000000.0,uM,1000.0
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)Nc1cccc(C(F)(F)F)c1,CHEMBL2041292,nM,1000000.0,uM,1000.0
,COc1cccc(NC(=S)N[C@H]2C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]2NC(C)=O)c1,CHEMBL2041293,nM,1000000.0,uM,1000.0
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)Nc1ccccc1F,CHEMBL2041294,nM,395500.0,uM,395.5
,COc1ccccc1NC(=S)N[C@H]1C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]1NC(C)=O,CHEMBL2041295,nM,578300.0,uM,578.3
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)Nc1ccccc1Br,CHEMBL2041296,nM,1000000.0,uM,1000.0
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)Nc1cccc2ccccc12,CHEMBL2041297,nM,900600.0,uM,900.6
,CCNC(=S)N[C@H]1C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]1NC(C)=O,CHEMBL2041298,nM,297800.0,uM,297.8
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)NCCCl,CHEMBL2041299,nM,67200.0,uM,67.2
,CCCCNC(=S)N[C@H]1C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]1NC(C)=O,CHEMBL2041300,nM,21400.0,uM,21.4
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=S)NC1CC1,CHEMBL2041301,nM,295200.0,uM,295.2
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)NCC(=O)O,CHEMBL2041302,nM,112500.0,uM,112.5
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@@H](C)C(=O)O,CHEMBL2041303,nM,690100.0,uM,690.1
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@H](C(=O)O)C(C)C,CHEMBL2041304,nM,917200.0,uM,917.2
,CSCC[C@H](NC(=O)N[C@H]1C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]1NC(C)=O)C(=O)O,CHEMBL2041305,nM,405600.0,uM,405.6
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@@H](Cc1ccccc1)C(=O)O,CHEMBL2041306,nM,1000000.0,uM,1000.0
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N1CCC[C@H]1C(=O)O,CHEMBL2041476,nM,1000000.0,uM,1000.0
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@H](C(=O)O)[C@@H](C)O,CHEMBL2041477,nM,392300.0,uM,392.3
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@@H](CC(N)=O)C(=O)O,CHEMBL2041478,nM,2720.0,uM,2.72
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@H](CC(N)=O)C(=O)O,CHEMBL2040857,nM,77300.0,uM,77.3
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@@H](CCC(N)=O)C(=O)O,CHEMBL2041479,nM,103500.0,uM,103.5
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)NCC(=O)NCC(=O)O,CHEMBL2041480,nM,70400.0,uM,70.4
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=O)N[C@@H](C)C(=O)NCC(=O)O,CHEMBL2041481,nM,125900.0,uM,125.9
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N1CCOCC1,CHEMBL2041482,nM,517000.0,uM,517.0
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N1CCCC(C(=O)O)C1,CHEMBL2041483,nM,531800.0,uM,531.8
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N1CCC2(CC1)OCCO2,CHEMBL2041484,nM,738270.0,uM,738.27
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N1CCN(c2ccccc2)CC1,CHEMBL2041485,nM,760800.0,uM,760.8
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N1CCN(c2cccc(C(F)(F)F)c2)CC1,CHEMBL2041486,nM,122300.0,uM,122.3
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,12.0,uM,0.012
,CC(C)OCc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,CHEMBL2049003,nM,4000000.0,uM,4000.0
,CCC(C)OCc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,CHEMBL2049004,nM,200.0,uM,0.2
,CCC(CC)OCc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,CHEMBL2049005,nM,500.0,uM,0.5
,O=C(O)c1ccc(N2C(=O)CCC2(CO)CO)c(COc2ccccc2)c1,CHEMBL2049006,nM,40000.0,uM,40.0
,O=C(O)c1ccc(N2C(=O)CCC2(CO)CO)c(COCc2ccccc2)c1,CHEMBL2049007,nM,200000.0,uM,200.0
,CC(C)OCc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,CHEMBL2049003,nM,10000000.0,uM,10000.0
,CCC(C)OCc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,CHEMBL2049004,nM,16000.0,uM,16.0
,CCC(CC)OCc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,CHEMBL2049005,nM,1000.0,uM,1.0
,O=C(O)c1ccc(N2C(=O)CCC2(CO)CO)c(COc2ccccc2)c1,CHEMBL2049006,nM,420000.0,uM,420.0
,CCC(=Cc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO)CC,CHEMBL2049009,nM,2400.0,uM,2.4
,CC(C)Cc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,CHEMBL2049010,nM,70000.0,uM,70.0
,CCC(CC)Cc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,CHEMBL2049011,nM,1600.0,uM,1.6
,CCC(C)OCc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,CHEMBL2049004,nM,11000.0,uM,11.0
,CCC(CC)OCc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,CHEMBL2049005,nM,800.0,uM,0.8
,O=C(O)c1ccc(N2C(=O)CCC2(CO)CO)c(COc2ccccc2)c1,CHEMBL2049006,nM,400000.0,uM,400.0
,O=C(O)c1ccc(N2C(=O)CCC2(CO)CO)c(COCc2ccccc2)c1,CHEMBL2049007,nM,1600000.0,uM,1600.0
,CCCC(CCC)Cc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,CHEMBL2049008,nM,500.0,uM,0.5
,CCC(=Cc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO)CC,CHEMBL2049009,nM,410.0,uM,0.41
,CCC(CC)Cc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,CHEMBL2049011,nM,200.0,uM,0.2
,CCC(=Cc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO)CC,CHEMBL2049009,nM,3400.0,uM,3.4
,CCC(CC)Cc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,CHEMBL2049011,nM,3200.0,uM,3.2
,CCC(CC)Nc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,CHEMBL307189,nM,48.0,nM,48.0
