molecule_chembl_id,canonical_smiles,bioactivity_threshold,standard_value,pref_name
CHEMBL3810361,O=C(O)c1ccccc1-c1ccc(/C=C2\C(=O)N(c3ccccc3)N=C2c2ccccc2)o1,inactive,13700.0,Neuraminidase
CHEMBL3819492,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](P(=O)(O)O)C[C@H]1NC(=N)N,active,3.1,Neuraminidase
CHEMBL3818436,CCC(CC)[C@H](NC(C)=O)[C@@H]1C=C(P(=O)(O)O)C[C@H]1NC(=N)N,active,4.1,Neuraminidase
CHEMBL3819617,CCOP(=O)(O)C1=C[C@@H]([C@@H](NC(C)=O)C(CC)CC)[C@H](NC(=N)N)C1,active,7.3,Neuraminidase
CHEMBL3819510,CCCCC(=O)NC[C@@H](O)[C@@H](O)[C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,active,377.9,Neuraminidase
CHEMBL3818654,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CNC(=O)C2CC2)OC(C(=O)O)=C[C@@H]1NC(=N)N.O=C(O)C(F)(F)F,active,8.72,Neuraminidase
CHEMBL3818159,CCC(CC)OC[C@@H]1CC(C(=O)O)=C[C@H](N)[C@H]1NC(C)=O.O=P(O)(O)O,active,3.1,Neuraminidase
CHEMBL3819450,CCOP(=O)(O)[C@H]1C[C@@H](NC(=N)N)[C@H]([C@@H](NC(C)=O)C(CC)CC)[C@@H]1O,active,0.9,Neuraminidase
CHEMBL3819487,CCCCCCOP(=O)(O)[C@H]1C[C@@H](NC(=N)N)[C@H]([C@@H](NC(C)=O)C(CC)CC)[C@@H]1O,active,0.5,Neuraminidase
CHEMBL3819314,CCCCCCOP(=O)(O)C1=C[C@@H]([C@@H](NC(C)=O)C(CC)CC)[C@H](NC(=N)N)C1,active,1.5,Neuraminidase
CHEMBL3817914,CCC(CC)[C@H](NC(C)=O)[C@@H]1C[C@@H](P(=O)(O)O)C[C@H]1NC(=N)N,active,2.9,Neuraminidase
CHEMBL3818211,CCOP(=O)(O)[C@@H]1C[C@@H]([C@@H](NC(C)=O)C(CC)CC)[C@H](NC(=N)N)C1,active,1.0,Neuraminidase
CHEMBL3818553,CCCCCCOP(=O)(O)[C@@H]1C[C@@H]([C@@H](NC(C)=O)C(CC)CC)[C@H](NC(=N)N)C1,active,1.6,Neuraminidase
CHEMBL3699083,CC(=O)N[C@H]1CS(=O)(=O)[C@H]2[C@@H]1[C@H](N)C[C@@H]2C(=O)O,inactive,4000000.0,Neuraminidase
CHEMBL3699084,CC(=O)N[C@H]1CS(=O)(=O)[C@H]2[C@@H]1[C@H](NC(=N)N)C[C@@H]2C(=O)O,inactive,10000000.0,Neuraminidase
CHEMBL3699085,CC(=O)N[C@H]1CC[C@H]2[C@@H]1[C@H](N/C(=N/C(=O)OCc1ccccc1)NC(=O)OCc1ccccc1)C[C@@H]2O[Si](C)(C)C(C)(C)C,inactive,3800000.0,Neuraminidase
CHEMBL3699086,CC(=O)N[C@H]1CS(=O)(=O)C2C1[C@H](NC(=N)N)C[C@@H]2C(=O)O,inactive,30000.0,Neuraminidase
CHEMBL4125895,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)[C@](F)(C(=O)O)O[C@H]1[C@H](O)[C@@H](C)O,intermediate,6420.0,Neuraminidase
CHEMBL4128362,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)[C@](F)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,active,116.0,Neuraminidase
CHEMBL4126987,CC(=O)N[C@@H]1C[C@@H](F)[C@](F)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,active,133.0,Neuraminidase
CHEMBL4127125,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)[C@](F)(C(=O)O)O[C@H]1C[C@H](O)CO,active,104.0,Neuraminidase
CHEMBL4125754,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)[C@](F)(C(=O)O)O[C@H]1[C@H](O)CCO,active,280.0,Neuraminidase
CHEMBL4128435,NCC(O)/C=C/c1ccccc1,inactive,207000.0,Neuraminidase
CHEMBL19216,NCC(O)c1ccccc1,inactive,870000.0,Neuraminidase
CHEMBL4127448,COc1ccccc1C(O)CN,inactive,5200000.0,Neuraminidase
CHEMBL4127771,COc1cccc(C(O)CN)c1,inactive,6100000.0,Neuraminidase
CHEMBL4126390,NCC(O)c1ccsc1,inactive,8900000.0,Neuraminidase
CHEMBL4126538,O=S(=O)(NCC(O)/C=C/c1ccccc1)c1ccccc1,intermediate,7600.0,Neuraminidase
CHEMBL4128401,COC(=O)c1ccc(S(=O)(=O)NCC(O)/C=C/c2ccccc2)cc1,inactive,13300.0,Neuraminidase
CHEMBL4129768,CC(C)(C)OC(=O)NCC(O)/C=C/c1ccccc1,inactive,106000.0,Neuraminidase
CHEMBL4126339,CC(C)(C)OC(=O)/N=C(\NCC(O)/C=C/c1ccccc1)NC(=O)OC(C)(C)C,inactive,103000.0,Neuraminidase
CHEMBL4126190,Cl.NCC(O)/C=C/c1ccccc1,inactive,214000.0,Neuraminidase
CHEMBL4129816,O=S(=O)(NCC(O)/C=C/c1ccccc1)c1ccc(F)cc1,intermediate,7900.0,Neuraminidase
CHEMBL4129964,O=S(=O)(NCC(O)/C=C/c1ccccc1)c1ccc(Cl)cc1,intermediate,9200.0,Neuraminidase
CHEMBL4128599,O=S(=O)(NCC(O)/C=C/c1ccccc1)c1ccc(Br)cc1,intermediate,9400.0,Neuraminidase
CHEMBL4128745,Cc1ccc(S(=O)(=O)NCC(O)/C=C/c2ccccc2)cc1,intermediate,7600.0,Neuraminidase
CHEMBL4128047,O=S(=O)(NCC(O)/C=C/c1ccccc1)c1ccc(OCc2ccccc2)cc1,inactive,11100.0,Neuraminidase
CHEMBL4126669,COc1cccc(S(=O)(=O)NCC(O)/C=C/c2ccccc2)c1,intermediate,7200.0,Neuraminidase
CHEMBL4127161,COc1ccccc1S(=O)(=O)NCC(O)/C=C/c1ccccc1,intermediate,8000.0,Neuraminidase
CHEMBL4128548,N#Cc1ccc(S(=O)(=O)NCC(O)/C=C/c2ccccc2)cc1,inactive,11400.0,Neuraminidase
CHEMBL4128675,Cc1ccc(C(=O)NCC(/C=C/c2ccccc2)OC(=O)c2ccc(C)cc2)cc1,inactive,61500.0,Neuraminidase
CHEMBL4129098,N#Cc1ccc(C(=O)NCC(/C=C/c2ccccc2)OC(=O)c2ccc(C#N)cc2)cc1,inactive,33000.0,Neuraminidase
CHEMBL4127703,COC(=O)c1ccc(C(=O)NCC(/C=C/c2ccccc2)OC(=O)c2ccc(C(=O)OC)cc2)cc1,inactive,40500.0,Neuraminidase
CHEMBL4127563,OC(/C=C/c1ccccc1)CN(Cc1ccccc1)Cc1ccccc1,inactive,41500.0,Neuraminidase
CHEMBL4126903,Cc1ccc(CN(Cc2ccc(C)cc2)CC(O)/C=C/c2ccccc2)cc1,inactive,50700.0,Neuraminidase
CHEMBL4128286,N#Cc1ccc(CN(Cc2ccc(C#N)cc2)CC(O)/C=C/c2ccccc2)cc1,inactive,49800.0,Neuraminidase
CHEMBL4130046,OC(/C=C/c1ccccc1)CN(Cc1ccc(C(F)(F)F)cc1)Cc1ccc(C(F)(F)F)cc1,inactive,32800.0,Neuraminidase
CHEMBL4127354,COc1ccc(S(=O)(=O)NCC(O)/C=C/c2ccccc2)cc1,intermediate,6400.0,Neuraminidase
CHEMBL4168099,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccccc2F)C[C@H](N)[C@H]1NC(C)=O,intermediate,6260.0,Neuraminidase
CHEMBL4172548,CCC(CC)O[C@@H]1C=C(C(=O)NCc2cccc(F)c2)C[C@H](N)[C@H]1NC(C)=O,intermediate,5090.0,Neuraminidase
CHEMBL4164663,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(F)cc2)C[C@H](N)[C@H]1NC(C)=O,active,940.0,Neuraminidase
CHEMBL4169163,CCC(CC)O[C@@H]1C=C(C(=O)NCc2cccc(Cl)c2)C[C@H](N)[C@H]1NC(C)=O,intermediate,3020.0,Neuraminidase
CHEMBL4172499,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(C)cc2)C[C@H](N)[C@H]1NC(C)=O,intermediate,2910.0,Neuraminidase
CHEMBL4171676,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(Br)cc2)C[C@H](N)[C@H]1NC(C)=O,intermediate,2070.0,Neuraminidase
CHEMBL4163800,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(C(F)(F)F)cc2)C[C@H](N)[C@H]1NC(C)=O,inactive,10940.0,Neuraminidase
CHEMBL4168334,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(OC)cc2)C[C@H](N)[C@H]1NC(C)=O,inactive,40000.0,Neuraminidase
CHEMBL4160423,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccccc2)C[C@H](N)[C@H]1NC(C)=O,intermediate,9870.0,Neuraminidase
CHEMBL4164904,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(F)cc2Cl)C[C@H](N)[C@H]1NC(C)=O,intermediate,3910.0,Neuraminidase
CHEMBL4175520,CCC(CC)O[C@@H]1C=C(C(=O)NCc2cc(F)cc(F)c2)C[C@H](N)[C@H]1NC(C)=O,intermediate,2220.0,Neuraminidase
CHEMBL4161485,CCC(CC)O[C@@H]1C=C(C(=O)NCCc2ccccc2F)C[C@H](N)[C@H]1NC(C)=O,intermediate,3170.0,Neuraminidase
CHEMBL4172077,CCC(CC)O[C@@H]1C=C(C(=O)NCCc2cccc(F)c2)C[C@H](N)[C@H]1NC(C)=O,inactive,15180.0,Neuraminidase
CHEMBL4176592,CCC(CC)O[C@@H]1C=C(C(=O)N(C)CCc2cccc(F)c2)C[C@H](N)[C@H]1NC(C)=O,intermediate,2650.0,Neuraminidase
CHEMBL4168725,CCC(CC)O[C@@H]1C=C(C(=O)Nc2ccc(F)cc2)C[C@H](N)[C@H]1NC(C)=O,inactive,11660.0,Neuraminidase
CHEMBL4161462,CCC(CC)O[C@@H]1C=C(C(=O)Nc2ccc(N3CCOCC3=O)cc2)C[C@H](N)[C@H]1NC(C)=O,intermediate,1460.0,Neuraminidase
CHEMBL4169387,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(-c3ccccc3)cc2)C[C@H](N)[C@H]1NC(C)=O,active,960.0,Neuraminidase
CHEMBL4164880,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(-c3ccsc3)cc2)C[C@H](N)[C@H]1NC(C)=O,inactive,29770.0,Neuraminidase
CHEMBL4172779,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(-c3cccs3)cc2)C[C@H](N)[C@H]1NC(C)=O,intermediate,7750.0,Neuraminidase
CHEMBL4168313,CCC(CC)O[C@@H]1C=C(C(=O)NCCN2CCOCC2)C[C@H](N)[C@H]1NC(C)=O,intermediate,4240.0,Neuraminidase
CHEMBL4176157,C=CCNC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,intermediate,5030.0,Neuraminidase
CHEMBL4171650,CCC(CC)O[C@@H]1C=C(C(=O)NC(C(=O)O)C(C)C)C[C@H](N)[C@H]1NC(C)=O,active,135.0,Neuraminidase
CHEMBL4161045,CCC(CC)O[C@@H]1C=C(C(=O)N[C@@H](C(=O)O)C(C)C)C[C@H](N)[C@H]1NC(C)=O,active,88.3,Neuraminidase
CHEMBL4175097,CCC(CC)O[C@@H]1C=C(C(=O)N[C@H](C(=O)O)C(C)C)C[C@H](N)[C@H]1NC(C)=O,active,342.0,Neuraminidase
CHEMBL4164459,CCC(CC)O[C@@H]1C=C(C(=O)N[C@H](C)C(=O)O)C[C@H](N)[C@H]1NC(C)=O,intermediate,1348.0,Neuraminidase
CHEMBL4163284,CCC(CC)O[C@@H]1C=C(C(=O)N[C@@H](C)C(=O)O)C[C@H](N)[C@H]1NC(C)=O,intermediate,2198.0,Neuraminidase
CHEMBL4173998,CCC(CC)O[C@@H]1C=C(C(=O)NCC(=O)O)C[C@H](N)[C@H]1NC(C)=O,intermediate,2530.0,Neuraminidase
CHEMBL4172581,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(C)C)cc2)[C@H]1NC(C)=O,active,4.09,Neuraminidase
CHEMBL4161935,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(CC)CC)cc2)[C@H]1NC(C)=O,active,0.55,Neuraminidase
CHEMBL4175983,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCCC3)cc2)[C@H]1NC(C)=O,active,2.31,Neuraminidase
CHEMBL4165368,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCCCC3)cc2)[C@H]1NC(C)=O,active,18.61,Neuraminidase
CHEMBL4160858,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCSCC3)cc2)[C@H]1NC(C)=O,active,48.38,Neuraminidase
CHEMBL4168794,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(NC(C)=O)cc2)[C@H]1NC(C)=O,active,17.31,Neuraminidase
CHEMBL4174094,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(Nc3ccccc3)cc2)[C@H]1NC(C)=O,active,66.72,Neuraminidase
CHEMBL4163386,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(C)c3ccccc3)cc2)[C@H]1NC(C)=O,active,29.82,Neuraminidase
CHEMBL4162570,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(CC)c3ccccc3)cc2)[C@H]1NC(C)=O,active,697.77,Neuraminidase
CHEMBL4173256,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-n3cccc3)cc2)[C@H]1NC(C)=O,active,59.34,Neuraminidase
CHEMBL4166014,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-n3cccn3)cc2)[C@H]1NC(C)=O,active,297.0,Neuraminidase
CHEMBL4175711,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCCCNc2cccc(Cl)c2C)[C@H]1NC(C)=O,active,0.59,Neuraminidase
CHEMBL4172298,CC(=O)N[C@H]1[C@H]([C@@H](O)[C@@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)NC(=O)CSc1cccc2ccccc12,active,21.0,Neuraminidase
CHEMBL4161862,CCCCCCCC(=O)/N=C(\N)N[C@H]1C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]1NC(C)=O,active,290.0,Neuraminidase
CHEMBL4164188,COc1ccc2cc([C@H](C)C(=O)/N=C(\N)N[C@H]3C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]3NC(C)=O)ccc2c1,active,260.0,Neuraminidase
CHEMBL4172062,CCCCCCCC(=O)/N=C(\N)N[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,active,18.0,Neuraminidase
CHEMBL4160792,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N/C(N)=N/C(=O)[C@@H](C)c2ccc3cc(OC)ccc3c2)[C@H]1NC(C)=O,active,190.0,Neuraminidase
CHEMBL4295229,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(C)=O)[C@H]1NC(C)=O,active,59.5,Neuraminidase
CHEMBL4280263,CCC(CC)OC1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,active,272.0,Neuraminidase
CHEMBL4288995,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](OC(=O)NCCCOC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](C(=O)O)C[C@H]1NC(=N)N,active,10.5,Neuraminidase
CHEMBL4288789,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](OC(=O)NCCCNC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](C(=O)O)C[C@H]1NC(=N)N,active,10.9,Neuraminidase
CHEMBL4278125,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](OC(=O)NCCCOCCCc2ccc(O)c(O)c2)[C@@H](C(=O)O)C[C@H]1NC(=N)N,active,15.3,Neuraminidase
CHEMBL4285430,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](OC(=O)NCCCO)[C@@H](C(=O)O)C[C@H]1NC(=N)N,active,35.4,Neuraminidase
CHEMBL4293261,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](OC(=O)NCCCN)[C@@H](C(=O)O)C[C@H]1NC(=N)N.O=C(O)C(F)(F)F,active,34.3,Neuraminidase
CHEMBL4280589,CCC(CC)O[C@@H]1C=C(C(=O)N[C@H](Cc2ccccc2)C(=O)O)C[C@H](N)[C@H]1NC(C)=O,inactive,21890.0,Neuraminidase
CHEMBL4294634,CCC(CC)O[C@@H]1C=C(C(=O)N[C@H](CC(C)C)C(=O)O)C[C@H](N)[C@H]1NC(C)=O,intermediate,6550.0,Neuraminidase
CHEMBL4279487,CCCC[C@@H](NC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1)C(=O)O,inactive,30740.0,Neuraminidase
CHEMBL4285549,CCC(CC)O[C@@H]1C=C(C(=O)N[C@@H](C(=O)O)C2CC2)C[C@H](N)[C@H]1NC(C)=O,inactive,46440.0,Neuraminidase
CHEMBL4290808,CCC(CC)O[C@@H]1C=C(C(=O)N[C@@H](C(=O)O)C(C)(C)C)C[C@H](N)[C@H]1NC(C)=O,intermediate,1300.0,Neuraminidase
CHEMBL4470134,COc1ccccc1/C=N/NC(=O)C(=O)NCCCN1CCOCC1,intermediate,7100.0,Neuraminidase
CHEMBL4568692,COc1cc(/C=N/NC(=O)C(=O)NCCCN2CCOCC2)cc(OC)c1OC,intermediate,2610.0,Neuraminidase
CHEMBL4458118,O=C(NCCCN1CCOCC1)C(=O)N/N=C/c1ccc(O)c([N+](=O)[O-])c1,intermediate,4370.0,Neuraminidase
CHEMBL3199461,O=C(NCCCN1CCOCC1)C(=O)N/N=C/c1ccccc1O,intermediate,6480.0,Neuraminidase
CHEMBL4569555,COc1ccc(/C=N/NC(=O)C(=O)NCCCN2CCOCC2)cc1OC,intermediate,2370.0,Neuraminidase
CHEMBL4451406,COc1cc(/C=N/NC(=O)C(=O)NCCCN2CCOCC2)ccc1O,intermediate,4670.0,Neuraminidase
CHEMBL4584098,COc1cc(/C=N/NC(=O)C(=O)NCCCN2CCOCC2)cc(OC)c1O,intermediate,3150.0,Neuraminidase
CHEMBL4463961,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(F)cc2)C[C@H](NCc2ccc(N(CC)CC)cc2)[C@H]1NC(C)=O,inactive,100000.0,Neuraminidase
CHEMBL4474055,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(F)cc2)C[C@H](NCc2ccc(N3CCCC3)cc2)[C@H]1NC(C)=O,inactive,100000.0,Neuraminidase
CHEMBL4583873,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(F)cc2)C[C@H](NCc2ccc(Sc3ccccc3)cc2)[C@H]1NC(C)=O,inactive,100000.0,Neuraminidase
CHEMBL4563489,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(F)cc2)C[C@H](NCc2ccc(-c3ccccc3)cc2)[C@H]1NC(C)=O,inactive,100000.0,Neuraminidase
CHEMBL4445358,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(F)cc2)C[C@H](NCc2ccc(SC)cc2)[C@H]1NC(C)=O,inactive,100000.0,Neuraminidase
CHEMBL4520501,CCC(CC)O[C@@H]1C=C(C(=O)N[C@@H](C(=O)O)C(C)C)C[C@H](NCc2ccc(N(CC)CC)cc2)[C@H]1NC(C)=O,inactive,100000.0,Neuraminidase
CHEMBL4563229,CCC(CC)O[C@@H]1C=C(C(=O)N[C@@H](C(=O)O)C(C)C)C[C@H](NCc2ccc(N3CCCC3)cc2)[C@H]1NC(C)=O,inactive,100000.0,Neuraminidase
CHEMBL4540568,CCC(CC)O[C@@H]1C=C(C(=O)N[C@@H](C(=O)O)C(C)C)C[C@H](NCc2ccc(Sc3ccccc3)cc2)[C@H]1NC(C)=O,inactive,48820.0,Neuraminidase
CHEMBL4535834,CCC(CC)O[C@@H]1C=C(C(=O)N[C@@H](C(=O)O)C(C)C)C[C@H](NCc2ccc(-c3ccccc3)cc2)[C@H]1NC(C)=O,inactive,100000.0,Neuraminidase
CHEMBL4443707,CCC(CC)O[C@@H]1C=C(C(=O)N[C@@H](C(=O)O)C(C)C)C[C@H](NCc2ccc(SC)cc2)[C@H]1NC(C)=O,inactive,100000.0,Neuraminidase
CHEMBL4448599,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(SC)cc2)[C@H]1NC(C)=O,intermediate,1400.0,Neuraminidase
CHEMBL4464207,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(Cl)cc2)C[C@H](NCc2ccc(N(CC)CC)cc2)[C@H]1NC(C)=O,inactive,100000.0,Neuraminidase
CHEMBL4519625,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(Cl)cc2)C[C@H](NCc2ccc(N3CCCC3)cc2)[C@H]1NC(C)=O,inactive,100000.0,Neuraminidase
CHEMBL4591611,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(Cl)cc2)C[C@H](NCc2ccc(Sc3ccccc3)cc2)[C@H]1NC(C)=O,inactive,100000.0,Neuraminidase
CHEMBL4591575,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(Cl)cc2)C[C@H](NCc2ccc(-c3ccccc3)cc2)[C@H]1NC(C)=O,inactive,100000.0,Neuraminidase
CHEMBL4557580,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(Cl)cc2)C[C@H](NCc2ccc(SC)cc2)[C@H]1NC(C)=O,inactive,100000.0,Neuraminidase
CHEMBL4562953,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(C(=O)O)cc2)C[C@H](NCc2ccc(N(CC)CC)cc2)[C@H]1NC(C)=O,inactive,100000.0,Neuraminidase
CHEMBL4447730,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(C(=O)O)cc2)C[C@H](NCc2ccc(N3CCCC3)cc2)[C@H]1NC(C)=O,inactive,100000.0,Neuraminidase
CHEMBL4543729,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(C(=O)O)cc2)C[C@H](NCc2ccc(Sc3ccccc3)cc2)[C@H]1NC(C)=O,intermediate,8490.0,Neuraminidase
CHEMBL4455023,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(C(=O)O)cc2)C[C@H](NCc2ccc(-c3ccccc3)cc2)[C@H]1NC(C)=O,inactive,100000.0,Neuraminidase
CHEMBL4475915,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(C(=O)O)cc2)C[C@H](NCc2ccc(SC)cc2)[C@H]1NC(C)=O,inactive,100000.0,Neuraminidase
CHEMBL4442860,CCCC(=O)c1c(O)c(C=O)c(O)c(Cc2c(O)c(C=O)c(O)c(C(=O)CCC)c2O)c1O,intermediate,2500.0,Neuraminidase
CHEMBL4548268,CCCC(=O)c1c(O)cc(O)c(CC2=C(O)C(C)(C)C(O)=C(C(C)=O)C2=O)c1O,intermediate,1600.0,Neuraminidase
CHEMBL4551878,CCCC(=O)c1c(O)c(CC2=C(O)C(C)(C)C(O)=C(C(C)=O)C2=O)c(O)c(Cc2c(O)c(CC3=C(O)C(C)(C)C(O)=C(C(C)=O)C3=O)c(O)c(C(=O)CCC)c2O)c1O,intermediate,3600.0,Neuraminidase
CHEMBL4565515,CCC(CC)O[C@@H]1C=C(C(=O)NCc2cn(Cc3ccc([N+](=O)[O-])cc3)nn2)C[C@H](N)[C@H]1NC(C)=O,inactive,150000.0,Neuraminidase
CHEMBL4516144,CCC(CC)O[C@@H]1C=C(C(=O)NCc2cn(Cc3ccccc3Cl)nn2)C[C@H](N)[C@H]1NC(C)=O,inactive,79200.0,Neuraminidase
CHEMBL4468358,CCC(CC)O[C@@H]1C=C(C(=O)NCc2cn(Cc3ccc(Br)cc3)nn2)C[C@H](N)[C@H]1NC(C)=O,inactive,23800.0,Neuraminidase
CHEMBL4463508,CCC(CC)O[C@@H]1C=C(C(=O)NCc2cn(CCc3ccccc3)nn2)C[C@H](N)[C@H]1NC(C)=O,inactive,150000.0,Neuraminidase
CHEMBL4438272,CCC(CC)O[C@@H]1C=C(C(=O)NCc2cn(CC(=O)N3CCOCC3)nn2)C[C@H](N)[C@H]1NC(C)=O,inactive,106100.0,Neuraminidase
CHEMBL4532651,CCC(CC)O[C@@H]1C=C(C(=O)NCc2cn([C@H]3C[C@H](n4cc(C)c(=O)[nH]c4=O)O[C@@H]3CO)nn2)C[C@H](N)[C@H]1NC(C)=O,inactive,150000.0,Neuraminidase
CHEMBL4553522,CCC(CC)O[C@@H]1C=C(C(=O)NC(C)(C)c2cn([C@H]3C[C@H](n4cc(C)c(=O)[nH]c4=O)O[C@@H]3CO)nn2)C[C@H](N)[C@H]1NC(C)=O,inactive,122700.0,Neuraminidase
CHEMBL4867418,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)NN)[C@H]1NC(C)=O,active,26.8,Neuraminidase
CHEMBL4860142,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)NNC)[C@H]1NC(C)=O,active,29.6,Neuraminidase
CHEMBL4865898,CCNNC(=O)N[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,active,576.0,Neuraminidase
CHEMBL4873884,CCCNNC(=O)N[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,active,241.0,Neuraminidase
CHEMBL4863905,CCCCNNC(=O)N[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,active,38.3,Neuraminidase
CHEMBL4848760,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)NNCC(C)C)[C@H]1NC(C)=O,intermediate,2324.0,Neuraminidase
CHEMBL4854578,CCCCCNNC(=O)N[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,intermediate,1098.0,Neuraminidase
CHEMBL4845757,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)NNCCC(C)C)[C@H]1NC(C)=O,intermediate,1533.0,Neuraminidase
CHEMBL4872708,CCCCCCNNC(=O)N[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,intermediate,4983.0,Neuraminidase
CHEMBL4875716,CCCCCCCNNC(=O)N[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,active,575.0,Neuraminidase
CHEMBL4853180,CCCCCCCCNNC(=O)N[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,inactive,10000.0,Neuraminidase
CHEMBL4847893,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)NNCc2ccccc2)[C@H]1NC(C)=O,intermediate,4345.0,Neuraminidase
CHEMBL4874100,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)NNCCc2ccccc2)[C@H]1NC(C)=O,intermediate,2462.0,Neuraminidase
CHEMBL4879195,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)NNCCCc2ccccc2)[C@H]1NC(C)=O,intermediate,9154.0,Neuraminidase
